Holding Name,Trade Good,Holding Occupied,Total Value of Holding Production,Holdings Owner,Province Location Hex ID,Province Name,Province Owner
Poland Wheat Farm,Wheat,FALSE,52.8,Polish Clergy (Catholic),10EE,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland Nobility,10EE,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,10EE,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Clergy (Catholic),10EE,,Poland
Poland Glassmith,Glass,FALSE,21.6,Poland,10EE,,Poland
Poland Clothmakers,Cloth,FALSE,20,Poland,10EE,,Poland
Poland Papermaker,Paper,FALSE,108,Poland,10EE,,Poland
Poland Jewellers,Jewellery,FALSE,60.8,Poland,10EE,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Clergy (Catholic),10EF,Kalisz,Poland
Poland Rye Farm,Rye,FALSE,35.2,Polish Merchants,10EF,Kalisz,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland Nobility,10EF,Kalisz,Poland
Poland Oat Farm,Oats,FALSE,70.4,Poland Nobility,10EF,Kalisz,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,10EF,Kalisz,Poland
Poland Clothmakers,Cloth,FALSE,20,Poland Nobility,10EF,Kalisz,Poland
Poland Jewellers,Jewellery,FALSE,30.4,Polish Clergy (Catholic),10EF,Kalisz,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland Nobility,10F0,Ostrzeszów,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,10F0,Ostrzeszów,Poland
Poland Oat Farm,Oats,FALSE,70.4,Polish Clergy (Catholic),10F0,Ostrzeszów,Poland
Poland Oat Farm,Oats,FALSE,70.4,Poland,10F0,Ostrzeszów,Poland
Poland Metalworks,Metalworks,FALSE,21.6,Poland,10F0,Ostrzeszów,Poland
Poland Papermaker,Paper,FALSE,86.4,Poland,10F0,Ostrzeszów,Poland
Poland Jewellers,Jewellery,FALSE,30.4,Poland,10F0,Ostrzeszów,Poland
Poland Barley Farm,Barley,FALSE,70.4,Polish Clergy (Catholic),10F1,Sieradz,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,10F1,Sieradz,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,10F1,Sieradz,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Merchants,10F1,Sieradz,Poland
Poland Glassmith,Glass,FALSE,129.6,Poland,10F1,Sieradz,Poland
Poland Metalworks,Metalworks,FALSE,43.2,Poland Nobility,10F1,Sieradz,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Merchants,10F2,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,10F2,,Poland
Poland Wheat Farm,Wheat,FALSE,52.8,Poland,10F2,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Clergy (Catholic),10F2,,Poland
Poland Clothmakers,Cloth,FALSE,80,Poland,10F2,,Poland
Poland Papermaker,Paper,FALSE,21.6,Poland,10F2,,Poland
Poland Oat Farm,Oats,FALSE,52.8,Poland,10F3,,Poland
Poland Clothmakers,Cloth,FALSE,40,Poland,10F3,,Poland
Poland Metalworks,Metalworks,FALSE,43.2,Polish Merchants,10F3,,Poland
Poland Papermaker,Paper,FALSE,86.4,Polish Clergy (Catholic),10F3,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Merchants,10F4,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,10F4,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland Nobility,10F4,,Poland
Poland Oat Farm,Oats,FALSE,88,Poland Nobility,10F4,,Poland
Poland Oat Farm,Oats,FALSE,70.4,Poland Nobility,10F4,,Poland
Poland Glassmith,Glass,FALSE,43.2,Polish Merchants,10F4,,Poland
Poland Barley Farm,Barley,FALSE,52.8,Polish Merchants,10F5,Gniezno,Poland
Poland Rye Farm,Rye,FALSE,52.8,Poland,10F5,Gniezno,Poland
Poland Wheat Farm,Wheat,FALSE,35.2,Poland Nobility,10F5,Gniezno,Poland
Poland Oat Farm,Oats,FALSE,52.8,Polish Merchants,10F5,Gniezno,Poland
Poland Clothmakers,Cloth,FALSE,20,Polish Merchants,10F5,Gniezno,Poland
Poland Jewellers,Jewellery,FALSE,60.8,Poland,10F5,Gniezno,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Clergy (Catholic),10F6,,Poland
Poland Oat Farm,Oats,FALSE,88,Poland,10F6,,Poland
Poland Clothmakers,Cloth,FALSE,20,Poland,10F6,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,10F7,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Merchants,10F7,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,10F7,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Merchants,10F7,,Poland
Poland Clothmakers,Cloth,FALSE,20,Poland,10F7,,Poland
Poland Papermaker,Paper,FALSE,21.6,Polish Clergy (Catholic),10F7,,Poland
Poland Barley Farm,Barley,FALSE,105.6,Poland,10F8,Kcynia,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,10F8,Kcynia,Poland
Poland Rye Farm,Rye,FALSE,35.2,Poland,10F8,Kcynia,Poland
Poland Oat Farm,Oats,FALSE,70.4,Polish Merchants,10F8,Kcynia,Poland
Poland Barley Farm,Barley,FALSE,70.4,Poland,10F9,Bydgoszcz,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,10F9,Bydgoszcz,Poland
Poland Glassmith,Glass,FALSE,21.6,Polish Merchants,10F9,Bydgoszcz,Poland
Poland Metalworks,Metalworks,FALSE,21.6,Polish Clergy (Catholic),10F9,Bydgoszcz,Poland
Poland Papermaker,Paper,FALSE,108,Poland,10F9,Bydgoszcz,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,10FA,,Poland
Poland Rye Farm,Rye,FALSE,35.2,Polish Clergy (Catholic),10FA,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Clergy (Catholic),10FA,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Clergy (Catholic),10FA,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,10FA,,Poland
Poland Glassmith,Glass,FALSE,64.8,Poland,10FA,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,10FB,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Merchants,10FB,,Poland
Poland Rye Farm,Rye,FALSE,35.2,Poland Nobility,10FB,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland Nobility,10FB,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland Nobility,10FB,,Poland
Poland Clothmakers,Cloth,FALSE,20,Polish Merchants,10FB,,Poland
Poland Papermaker,Paper,FALSE,21.6,Poland,10FB,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland Nobility,10FC,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,10FC,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland Nobility,10FC,,Poland
Poland Glassmith,Glass,FALSE,21.6,Poland,10FC,,Poland
Poland Papermaker,Paper,FALSE,86.4,Poland,10FC,,Poland
Poland Barley Farm,Barley,FALSE,70.4,Poland,10FD,Inowrocław,Poland
Poland Rye Farm,Rye,FALSE,105.6,Poland Nobility,10FD,Inowrocław,Poland
Poland Rye Farm,Rye,FALSE,35.2,Polish Clergy (Catholic),10FD,Inowrocław,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland Nobility,10FD,Inowrocław,Poland
Poland Clothmakers,Cloth,FALSE,20,Poland Nobility,10FD,Inowrocław,Poland
Poland Barley Farm,Barley,FALSE,35.2,Poland,10FE,Kruszwica,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,10FE,Kruszwica,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,10FE,Kruszwica,Poland
Poland Oat Farm,Oats,FALSE,70.4,Poland,10FE,Kruszwica,Poland
Poland Jewellers,Jewellery,FALSE,30.4,Poland,10FE,Kruszwica,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Merchants,10FF,Radziejów,Poland
Poland Glassmith,Glass,FALSE,64.8,Polish Merchants,10FF,Radziejów,Poland
Poland Papermaker,Paper,FALSE,21.6,Poland Nobility,10FF,Radziejów,Poland
Poland Jewellers,Jewellery,FALSE,60.8,Poland Nobility,10FF,Radziejów,Poland
Poland Barley Farm,Barley,FALSE,35.2,Polish Merchants,1100,Brześć Kujawski,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Merchants,1100,Brześć Kujawski,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland Nobility,1100,Brześć Kujawski,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,1100,Brześć Kujawski,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland Nobility,1100,Brześć Kujawski,Poland
Poland Wheat Farm,Wheat,FALSE,52.8,Poland,1100,Brześć Kujawski,Poland
Poland Metalworks,Metalworks,FALSE,43.2,Poland,1100,Brześć Kujawski,Poland
Poland Jewellers,Jewellery,FALSE,30.4,Poland,1100,Brześć Kujawski,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Merchants,1101,Przedecz,Poland
Poland Rye Farm,Rye,FALSE,52.8,Polish Merchants,1101,Przedecz,Poland
Poland Oat Farm,Oats,FALSE,35.2,Poland,1101,Przedecz,Poland
Poland Clothmakers,Cloth,FALSE,80,Polish Clergy (Catholic),1101,Przedecz,Poland
Poland Jewellers,Jewellery,FALSE,30.4,Polish Merchants,1101,Przedecz,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,1102,Kowal,Poland
Poland Rye Farm,Rye,FALSE,52.8,Poland Nobility,1102,Kowal,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,1102,Kowal,Poland
Poland Oat Farm,Oats,FALSE,70.4,Poland,1102,Kowal,Poland
Poland Rye Farm,Rye,FALSE,35.2,Poland,1103,Dobrzyń,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland Nobility,1103,Dobrzyń,Poland
Poland Clothmakers,Cloth,FALSE,40,Poland Nobility,1103,Dobrzyń,Poland
Poland Sheep Farm,Wool,FALSE,67.2,Poland Nobility,1103,Dobrzyń,Poland
Poland Ranch,Livestock,FALSE,73.6,Poland,1103,Dobrzyń,Poland
Poland Barley Farm,Barley,FALSE,35.2,Polish Clergy (Catholic),1104,Lipno,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland Nobility,1104,Lipno,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland Nobility,1104,Lipno,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Clergy (Catholic),1104,Lipno,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1104,Lipno,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland Nobility,1104,Lipno,Poland
Poland Clothmakers,Cloth,FALSE,20,Polish Merchants,1104,Lipno,Poland
Poland Barley Farm,Barley,FALSE,88,Polish Merchants,1105,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,1105,,Poland
Poland Rye Farm,Rye,FALSE,35.2,Poland,1105,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Merchants,1105,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Merchants,1105,,Poland
Poland Oat Farm,Oats,FALSE,70.4,Poland Nobility,1105,,Poland
Poland Clothmakers,Cloth,FALSE,20,Poland,1105,,Poland
Poland Ranch,Livestock,FALSE,73.6,Polish Merchants,1105,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland Nobility,1106,Rypin,Poland
Poland Wheat Farm,Wheat,FALSE,52.8,Polish Merchants,1106,Rypin,Poland
Poland Oat Farm,Oats,FALSE,52.8,Poland,1106,Rypin,Poland
Poland Oat Farm,Oats,FALSE,105.6,Polish Merchants,1106,Rypin,Poland
Poland Rye Farm,Rye,FALSE,70.4,Polish Clergy (Catholic),1107,Sierpc,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Merchants,1107,Sierpc,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Merchants,1107,Sierpc,Poland
Poland Sheep Farm,Wool,FALSE,67.2,Poland,1107,Sierpc,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Clergy (Catholic),1108,Szreńsk,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,1108,Szreńsk,Poland
Poland Wheat Farm,Wheat,FALSE,88,Poland,1108,Szreńsk,Poland
Poland Oat Farm,Oats,FALSE,70.4,Polish Merchants,1108,Szreńsk,Poland
Poland Clothmakers,Cloth,FALSE,20,Poland,1108,Szreńsk,Poland
Poland Sheep Farm,Wool,FALSE,67.2,Polish Clergy (Catholic),1108,Szreńsk,Poland
Poland Ranch,Livestock,FALSE,55.2,Polish Merchants,1108,Szreńsk,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,1109,Mława,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,1109,Mława,Poland
Poland Oat Farm,Oats,FALSE,88,Poland,1109,Mława,Poland
Poland Oat Farm,Oats,FALSE,88,Poland Nobility,1109,Mława,Poland
Poland Sheep Farm,Wool,FALSE,67.2,Poland,1109,Mława,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Merchants,110A,Niedzbórz,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,110A,Niedzbórz,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland Nobility,110A,Niedzbórz,Poland
Poland Oat Farm,Oats,FALSE,88,Polish Clergy (Catholic),110A,Niedzbórz,Poland
Poland Oat Farm,Oats,FALSE,52.8,Poland,110A,Niedzbórz,Poland
Poland Ranch,Livestock,FALSE,18.4,Poland,110A,Niedzbórz,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,110B,Raciąż,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,110B,Raciąż,Poland
Poland Rye Farm,Rye,FALSE,52.8,Polish Merchants,110B,Raciąż,Poland
Poland Rye Farm,Rye,FALSE,52.8,Poland,110B,Raciąż,Poland
Poland Wheat Farm,Wheat,FALSE,70.4,Polish Clergy (Catholic),110B,Raciąż,Poland
Poland Wheat Farm,Wheat,FALSE,52.8,Poland Nobility,110B,Raciąż,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Merchants,110B,Raciąż,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Clergy (Catholic),110C,Płońsk,Poland
Poland Rye Farm,Rye,FALSE,52.8,Poland Nobility,110C,Płońsk,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,110C,Płońsk,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,110C,Płońsk,Poland
Poland Sheep Farm,Wool,FALSE,67.2,Poland Nobility,110C,Płońsk,Poland
Poland Barley Farm,Barley,FALSE,35.2,Poland Nobility,110D,Bielsk,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Clergy (Catholic),110D,Bielsk,Poland
Poland Rye Farm,Rye,FALSE,52.8,Poland Nobility,110D,Bielsk,Poland
Poland Oat Farm,Oats,FALSE,70.4,Polish Clergy (Catholic),110D,Bielsk,Poland
Poland Oat Farm,Oats,FALSE,52.8,Poland,110D,Bielsk,Poland
Poland Sheep Farm,Wool,FALSE,67.2,Poland Nobility,110D,Bielsk,Poland
Poland Ranch,Livestock,FALSE,55.2,Polish Clergy (Catholic),110D,Bielsk,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Merchants,110E,Płock,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,110E,Płock,Poland
Poland Clothmakers,Cloth,FALSE,100,Poland,110E,Płock,Poland
Poland Barley Farm,Barley,FALSE,88,Poland,110F,Gostynin,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,110F,Gostynin,Poland
Poland Oat Farm,Oats,FALSE,52.8,Poland,110F,Gostynin,Poland
Poland Barley Farm,Barley,FALSE,70.4,Poland,1110,Gąbin,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland Nobility,1110,Gąbin,Poland
Poland Wheat Farm,Wheat,FALSE,70.4,Polish Clergy (Catholic),1110,Gąbin,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Clergy (Catholic),1110,Gąbin,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,1111,Sochaczew,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,1111,Sochaczew,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,1111,Sochaczew,Poland
Poland Wheat Farm,Wheat,FALSE,35.2,Polish Merchants,1111,Sochaczew,Poland
Poland Wheat Farm,Wheat,FALSE,88,Polish Clergy (Catholic),1111,Sochaczew,Poland
Poland Oat Farm,Oats,FALSE,35.2,Poland Nobility,1111,Sochaczew,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Clergy (Catholic),1111,Sochaczew,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland Nobility,1112,Orłów,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Merchants,1112,Orłów,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Merchants,1112,Orłów,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Clergy (Catholic),1112,Orłów,Poland
Poland Oat Farm,Oats,FALSE,88,Poland,1112,Orłów,Poland
Poland Papermaker,Paper,FALSE,43.2,Polish Merchants,1112,Orłów,Poland
Poland Wheat Farm,Wheat,FALSE,88,Polish Clergy (Catholic),1113,,Poland
Poland Glassmith,Glass,FALSE,21.6,Polish Merchants,1113,,Poland
Poland Clothmakers,Cloth,FALSE,80,Poland Nobility,1113,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland Nobility,1114,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Merchants,1114,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland Nobility,1114,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1114,,Poland
Poland Metalworks,Metalworks,FALSE,129.6,Polish Merchants,1114,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland Nobility,1115,Łęczyca,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,1115,Łęczyca,Poland
Poland Rye Farm,Rye,FALSE,105.6,Poland,1115,Łęczyca,Poland
Poland Wheat Farm,Wheat,FALSE,88,Poland Nobility,1115,Łęczyca,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Merchants,1115,Łęczyca,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland Nobility,1115,Łęczyca,Poland
Poland Oat Farm,Oats,FALSE,70.4,Polish Clergy (Catholic),1115,Łęczyca,Poland
Poland Clothmakers,Cloth,FALSE,20,Poland,1115,Łęczyca,Poland
Poland Papermaker,Paper,FALSE,21.6,Poland,1115,Łęczyca,Poland
Poland Jewellers,Jewellery,FALSE,30.4,Polish Merchants,1115,Łęczyca,Poland
Poland Barley Farm,Barley,FALSE,35.2,Polish Clergy (Catholic),1116,Brzeziny,Poland
Poland Rye Farm,Rye,FALSE,70.4,Poland,1116,Brzeziny,Poland
Poland Wheat Farm,Wheat,FALSE,70.4,Polish Clergy (Catholic),1116,Brzeziny,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1116,Brzeziny,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1116,Brzeziny,Poland
Poland Glassmith,Glass,FALSE,21.6,Poland,1116,Brzeziny,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Clergy (Catholic),1117,Szadek,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Merchants,1117,Szadek,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1117,Szadek,Poland
Poland Clothmakers,Cloth,FALSE,60,Poland,1117,Szadek,Poland
Poland Papermaker,Paper,FALSE,86.4,Polish Merchants,1117,Szadek,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,1118,Rawa Mazowiecka,Poland
Poland Barley Farm,Barley,FALSE,52.8,Poland Nobility,1118,Rawa Mazowiecka,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,1118,Rawa Mazowiecka,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Clergy (Catholic),1118,Rawa Mazowiecka,Poland
Poland Oat Farm,Oats,FALSE,70.4,Polish Merchants,1118,Rawa Mazowiecka,Poland
Poland Sheep Farm,Wool,FALSE,134.4,Polish Merchants,1118,Rawa Mazowiecka,Poland
Poland Barley Farm,Barley,FALSE,52.8,Polish Merchants,1119,Mszczorów,Poland
Poland Rye Farm,Rye,FALSE,105.6,Poland Nobility,1119,Mszczorów,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,1119,Mszczorów,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Merchants,1119,Mszczorów,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Merchants,1119,Mszczorów,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland Nobility,111E,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,111E,,Poland
Poland Wheat Farm,Wheat,FALSE,88,Polish Merchants,111E,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,111E,,Poland
Poland Barley Farm,Barley,FALSE,52.8,Poland,111F,Piotrków Trybunalski,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,111F,Piotrków Trybunalski,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Clergy (Catholic),111F,Piotrków Trybunalski,Poland
Poland Rye Farm,Rye,FALSE,88,Poland,111F,Piotrków Trybunalski,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Clergy (Catholic),111F,Piotrków Trybunalski,Poland
Poland Wheat Farm,Wheat,FALSE,35.2,Poland,111F,Piotrków Trybunalski,Poland
Poland Oat Farm,Oats,FALSE,70.4,Poland,111F,Piotrków Trybunalski,Poland
Poland Jewellers,Jewellery,FALSE,91.2,Poland,111F,Piotrków Trybunalski,Poland
Poland Barley Farm,Barley,FALSE,88,Polish Clergy (Catholic),1120,,Poland
Poland Oat Farm,Oats,FALSE,70.4,Polish Merchants,1120,,Poland
Poland Metalworks,Metalworks,FALSE,21.6,Polish Merchants,1120,,Poland
Poland Rye Farm,Rye,FALSE,35.2,Poland,1121,Wieluń,Poland
Poland Wheat Farm,Wheat,FALSE,52.8,Poland,1121,Wieluń,Poland
Poland Oat Farm,Oats,FALSE,105.6,Polish Merchants,1121,Wieluń,Poland
Poland Glassmith,Glass,FALSE,129.6,Polish Merchants,1121,Wieluń,Poland
Poland Clothmakers,Cloth,FALSE,60,Poland,1121,Wieluń,Poland
Poland Metalworks,Metalworks,FALSE,43.2,Polish Clergy (Catholic),1121,Wieluń,Poland
Poland Papermaker,Paper,FALSE,21.6,Poland,1121,Wieluń,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Merchants,1122,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Clergy (Catholic),1122,,Poland
Poland Rye Farm,Rye,FALSE,52.8,Poland Nobility,1122,,Poland
Poland Wheat Farm,Wheat,FALSE,70.4,Poland,1122,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1122,,Poland
Poland Papermaker,Paper,FALSE,21.6,Polish Merchants,1122,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland Nobility,1123,,Poland
Poland Rye Farm,Rye,FALSE,35.2,Poland,1123,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1123,,Poland
Poland Metalworks,Metalworks,FALSE,43.2,Poland Nobility,1123,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland Nobility,1124,Radomsko,Poland
Poland Barley Farm,Barley,FALSE,35.2,Polish Merchants,1124,Radomsko,Poland
Poland Rye Farm,Rye,FALSE,70.4,Poland,1124,Radomsko,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,1124,Radomsko,Poland
Poland Oat Farm,Oats,FALSE,105.6,Poland,1124,Radomsko,Poland
Poland Oat Farm,Oats,FALSE,35.2,Poland,1124,Radomsko,Poland
Poland Glassmith,Glass,FALSE,21.6,Polish Merchants,1124,Radomsko,Poland
Poland Papermaker,Paper,FALSE,21.6,Polish Clergy (Catholic),1124,Radomsko,Poland
Poland Barley Farm,Barley,FALSE,52.8,Polish Clergy (Catholic),1125,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,1125,,Poland
Poland Rye Farm,Rye,FALSE,70.4,Polish Clergy (Catholic),1125,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland Nobility,1125,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1125,,Poland
Poland Clothmakers,Cloth,FALSE,20,Poland,1125,,Poland
Poland Barley Farm,Barley,FALSE,52.8,Poland,1128,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland Nobility,1128,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1128,,Poland
Poland Oat Farm,Oats,FALSE,35.2,Poland,1128,,Poland
Poland Papermaker,Paper,FALSE,21.6,Polish Clergy (Catholic),1128,,Poland
Poland Jewellers,Jewellery,FALSE,30.4,Poland,1128,,Poland
Poland Rye Farm,Rye,FALSE,105.6,Upper Saxon Merchants,112E,Oświęcim,Poland
Poland Wheat Farm,Wheat,FALSE,26.4,Bohemian Merchants,112E,Oświęcim,Poland
Poland Oat Farm,Oats,FALSE,26.4,Poland Nobility,112E,Oświęcim,Poland
Poland Oat Farm,Oats,FALSE,105.6,Bohemian Clergy (Catholic),112E,Oświęcim,Poland
Poland Brewery,Beer,FALSE,124.8,Bohemian Clergy (Catholic),112E,Oświęcim,Poland
Poland Apiary,Bees,FALSE,28.8,Poland,112E,Oświęcim,Poland
Poland Rye Farm,Rye,FALSE,26.4,Polish Clergy (Catholic),1130,Zator,Poland
Poland Wheat Farm,Wheat,FALSE,26.4,Upper Saxon Merchants,1130,Zator,Poland
Poland Oat Farm,Oats,FALSE,52.8,Polish Clergy (Catholic),1130,Zator,Poland
Warsaw,City Taxes,FALSE,144,Poland,107D,Warsaw,Poland
Poznań,City Taxes,FALSE,216,Poland,10E1,Poznań,Poland
Kalisz,City Taxes,FALSE,60,Poland,10EF,Kalisz,Poland
Gniezno,City Taxes,FALSE,60,Poland,10F5,Gniezno,Poland
Bydogoszcz,City Taxes,FALSE,48,Poland,10F9,Bydgoszcz,Poland
Płock,City Taxes,FALSE,96,Poland,110E,Płock,Poland
Radom,City Taxes,FALSE,24,Poland,111A,Radom,Poland
Cracow,City Taxes,FALSE,600,Poland,1131,Cracow,Poland
Bochnia,City Taxes,FALSE,72,Poland,1133,Bochnia,Poland
Tarnów,City Taxes,FALSE,24,Poland,1140,Tarnów,Poland
Biecz,City Taxes,FALSE,60,Poland,1147,Biecz,Poland
Sandomierz,City Taxes,FALSE,72,Poland,114D,Sandomierz,Poland
Kazimierz Dolny,City Taxes,FALSE,48,Poland,1158,Kazimierz Dolny,Poland
Lublin,City Taxes,FALSE,96,Poland,115B,Lublin,Poland
Chelm,City Taxes,FALSE,36,Poland,1167,Chelm,Poland
Przemyśl,City Taxes,FALSE,48,Poland,1174,Przemyśl,Poland
Lwów,City Taxes,FALSE,360,Poland,1180,Lwów,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,111A,Radom,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,111A,Radom,Poland
Poland Rye Farm,Rye,FALSE,35.2,Poland,111A,Radom,Poland
Poland Oat Farm,Oats,FALSE,52.8,Polish Clergy (Catholic),111A,Radom,Poland
Poland Lead Mine,Lead,FALSE,64.8,Poland,111A,Radom,Poland
Poland Barley Farm,Barley,FALSE,17.6,Jewish Communities,111B,,Poland
Poland Rye Farm,Rye,FALSE,35.2,Poland,111B,,Poland
